Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded  per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Kalvin Phillips,23,Leeds-United,Midfielder,England,24,2,1,1,0,2,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,8,63%,0,0,4,6,0,0,15,12,7,0,0,2,2,0,0,1,0.5,92,46,0,0,10,40%,0,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Klich,43,Leeds-United,Midfielder,Poland,30,2,1,1,2,1,0,2,0,1,0,2,2,100%,0,0,0,0,0,0,6,83%,0,0,4,2,1,0,16,11,18,1,0.5,3,2,0,0,1,0.5,92,46,0,0,3,3%,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,5,1
Jamie Shackleton,46,Leeds-United,Midfielder,England,20,1,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,100%,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Harrison,22,Leeds-United,Midfielder,England,23,2,1,1,1,0.5,0,1,0,0,0,3,1,33%,0,0,0,0,0,0,3,67%,0,1,2,0,0,0,7,11,15,3,1.5,2,2,0,0,0,0,47,23.5,0,0,4,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Alfie McCalmont,38,Leeds-United,Midfielder,Northern Ireland,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Bogusz,44,Leeds-United,Midfielder,Poland,19,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Justin,2,Leicester-City,Defender,England,22,15,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,5,16,1.07,39,49%,0,2,15,28,17,0,75,96,90,8,0.53,24,42,1,0,1,0.07,792,52.8,1,0.07,46,17%,0,24,1.6,0,0,0,0,0,0,0,0,0,0,2,0,11,1
Caglar Söyüncü,4,Leicester-City,Defender,Turkey,24,42,20,11,1,0,1,0,0,0,0,0,0,0,0,0,0,13,39,0.93,69,65%,0,2,52,180,88,1,222,237,140,19,0.45,130,73,0,1,1,0.02,2696,64.19,1,0.02,6,17%,0,124,2.95,0,0,0,0,0,0,0,0,0,0,5,1,39,1
Wes Morgan,5,Leicester-City,Defender,Jamaica,36,168,70,60,8,0,5,1,2,0,0,0,0,0,0,0,0,41,217,1.29,200,67%,3,22,313,879,526,1,585,797,493,44,0.26,503,310,2,2,2,0.01,4435,26.4,1,0.01,6,33%,2,220,1.31,0,0,0,0,0,0,0,0,0,0,12,3,129,5
Jonny Evans,6,Leicester-City,Defender,Northern Ireland,32,297,145,86,11,0,7,4,0,0,0,0,0,0,2,0,0,82,297,1,457,72%,3,22,585,1843,777,4,1587,1417,825,86,0.29,641,399,5,5,9,0.03,13240,44.58,5,0.02,59,34%,9,1004,3.38,0,0,0,0,0,0,0,0,0,0,44,3,239,3
Filip Benkovic,16,Leicester-City,Defender,Croatia,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Amartey,18,Leicester-City,Defender,Ghana,25,46,17,19,1,0,1,0,0,0,0,0,0,0,0,0,0,8,53,1.15,68,62%,0,3,50,76,44,0,248,153,156,9,0.2,59,51,0,0,1,0.02,1469,31.93,0,0,6,17%,0,72,1.57,0,0,0,0,0,0,0,0,0,0,5,1,41,1
Ricardo Pereira,21,Leicester-City,Defender,Portugal,26,63,29,24,5,0,0,3,2,0,0,0,0,0,1,0,0,20,72,1.14,237,57%,3,13,109,180,93,0,387,557,459,128,2.03,108,123,0,0,8,0.13,3104,49.27,15,0.24,164,15%,7,102,1.62,0,0,0,0,0,0,0,0,0,0,8,0,86,2
Christian Fuchs,28,Leicester-City,Defender,Austria,34,107,48,32,2,0,0,1,1,0,0,0,0,0,1,0,0,29,127,1.19,255,77%,1,16,248,365,197,1,615,513,423,32,0.3,201,153,1,1,9,0.08,4051,37.86,11,0.1,325,23%,5,276,2.58,0,0,0,0,0,0,0,0,0,0,15,0,79,2
Luke Thomas,33,Leicester-City,Defender,England,19,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.33,1,1%,0,0,3,7,6,0,12,12,15,3,1,5,8,0,0,1,0.33,153,51,0,0,16,56%,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Timothy Castagne,27,Leicester-City,Defender,Belgium,24,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,25%,0,0,3,3,1,0,8,11,6,1,0.5,6,5,0,0,1,0.5,128,64,0,0,6,6%,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jamie Vardy,9,Leicester-City,Forward,England,33,213,86,77,105,0.49,12,66,27,20,0,458,223,49%,15,78,0.37,0,0,0,124,0,0,82,59,90,62,0,0,0,0,0,0,0,0,0,0,29,0.14,2961,13.9,50,0.23,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,179,195
Islam Slimani,13,Leicester-City,Forward,Algeria,32,39,14,18,8,0.21,5,3,0,1,0,42,17,40%,2,9,0.23,0,0,0,14,0,0,5,4,6,4,0,0,0,0,0,0,0,0,0,0,5,0.13,580,14.87,2,0.05,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,15
Kelechi Iheanacho,14,Leicester-City,Forward,Nigeria,23,117,42,45,21,0.18,4,3,13,0,0,133,56,42%,2,17,0.15,0,0,0,38,0,0,39,11,21,13,0,0,0,0,0,0,0,0,0,0,13,0.11,1327,11.34,15,0.13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,80,30
Ayoze Pérez,17,Leicester-City,Forward,Spain,27,178,58,79,41,0.23,6,29,6,1,0,275,114,41%,5,22,0.12,0,0,0,240,0,0,60,137,96,41,0,0,0,0,0,0,0,0,0,0,13,0.07,3435,19.3,26,0.15,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,182,46
Fousseni Diabaté,27,Leicester-City,Forward,Mali,24,15,3,7,0,15,0,0,0,0,0,6,2,33%,0,1,0.07,0,0,0,11,55%,0,0,8,7,5,0,35,57,53,16,1.07,15,13,0,0,1,0.07,241,16.07,0,0,12,33%,1,4,0.27,0,0,0,0,0,0,0,0,0,0,1,0,1,2
Kasper Schmeichel,1,Leicester-City,Goalkeeper,Denmark,33,211,91,69,0,0,0,0,0,0,0,0,0,0,0,0,0,65,264,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,6198,29.37,0,0,0,0,0,1880,8.91,599,2.84,5,0.02,101,158,84,142,655,1718,11,0,0,0
Danny Ward,12,Leicester-City,Goalkeeper,Wales,27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24.5,0,0,0,0,0,8,4,9,4.5,0,0,0,2,3,2,8,12,0,0,0,0
Eldin Jakupovic,35,Leicester-City,Goalkeeper,Switzerland,35,28,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,769,27.46,0,0,0,0,0,202,7.21,94,3.36,2,0.07,15,20,11,19,110,269,0,0,0,0
Demarai Gray,7,Leicester-City,Midfielder,England,24,132,53,50,10,0.08,0,8,1,0,0,138,47,34%,2,9,0.07,0,0,0,76,64%,0,45,39,39,9,0,312,311,401,138,1.05,24,102,0,1,9,0.07,1920,14.55,13,0.1,263,18%,10,73,0.55,0,0,0,0,0,0,0,0,0,0,7,0,36,12
Youri Tielemans,8,Leicester-City,Midfielder,Belgium,23,52,25,17,6,0.12,1,3,2,0,0,89,27,30%,1,1,0.02,0,0,0,71,55%,0,28,32,23,10,0,279,218,216,44,0.85,39,44,0,0,10,0.19,2594,49.88,14,0.27,114,17%,24,152,2.92,0,0,0,0,0,0,0,0,0,0,4,0,43,1
James Maddison,10,Leicester-City,Midfielder,England,23,69,31,25,13,0.19,0,11,2,1,4,157,46,29%,2,11,0.16,0,0,0,107,58%,0,54,21,10,4,0,291,394,328,101,1.46,18,58,0,0,10,0.14,2913,42.22,21,0.3,429,30%,41,152,2.2,0,0,0,0,0,0,0,0,0,0,7,1,62,6
Marc Albrighton,11,Leicester-City,Midfielder,England,30,258,91,94,17,0.07,2,13,2,0,1,220,70,32%,5,13,0.05,0,0,0,425,75%,0,75,261,169,45,0,1232,962,1124,284,1.1,69,184,0,0,37,0.14,5597,21.69,60,0.23,1593,20%,33,363,1.41,0,0,0,0,0,0,0,0,0,0,32,1,167,17
Harvey Barnes,15,Leicester-City,Midfielder,England,22,57,26,21,8,0.14,0,7,1,0,0,112,43,38%,0,12,0.21,0,0,0,28,68%,0,32,11,9,5,0,138,180,192,78,1.37,37,51,0,0,11,0.19,1083,19,9,0.16,67,12%,8,19,0.33,0,0,0,0,0,0,0,0,0,0,0,0,30,6
Hamza Choudhury,20,Leicester-City,Midfielder,England,22,37,16,13,1,0.03,0,1,0,0,0,13,4,31%,0,1,0.03,0,0,0,50,46%,0,6,47,28,10,0,106,86,96,5,0.14,17,17,0,0,2,0.05,900,24.32,2,0.05,8,13%,1,41,1.11,0,0,0,0,0,0,0,0,0,0,3,1,24,0
Matty James,22,Leicester-City,Midfielder,England,29,42,12,21,0,42,0,0,0,0,0,38,8,21%,1,4,0.1,0,0,0,61,77%,0,14,67,62,31,0,197,172,146,25,0.6,62,48,0,0,1,0.02,1260,30,3,0.07,110,28%,2,57,1.36,0,0,0,0,0,0,0,0,0,0,4,1,34,0
Adrien Silva,23,Leicester-City,Midfielder,Portugal,31,14,4,7,0,14,0,0,0,0,0,11,2,18%,0,0,0,0,0,0,24,63%,0,5,15,1,1,0,63,52,75,7,0.5,11,21,0,0,1,0.07,512,36.57,1,0.07,4,4%,3,26,1.86,0,0,0,0,0,0,0,0,0,0,3,0,9,0
Wilfred Ndidi,25,Leicester-City,Midfielder,Nigeria,23,122,52,44,6,0.05,1,4,1,0,0,153,24,16%,5,4,0.03,0,0,0,482,62%,0,42,253,297,145,0,1022,1066,866,103,0.84,398,331,0,1,5,0.04,6181,50.66,3,0.02,27,4%,15,284,2.33,0,0,0,0,0,0,0,0,0,0,20,2,189,5
Dennis Praet,26,Leicester-City,Midfielder,Belgium,26,29,13,11,2,0.07,0,2,0,0,0,21,5,24%,1,0,0,0,0,0,37,49%,0,10,20,12,5,0,85,72,89,15,0.52,7,16,0,0,3,0.1,604,20.83,4,0.14,25,12%,2,21,0.72,0,0,0,0,0,0,0,0,0,0,2,0,20,1
Rachid Ghezzal,31,Leicester-City,Midfielder,Algeria,28,19,5,12,1,0.05,0,0,1,0,0,19,5,26%,1,1,0.05,0,0,0,14,0,0,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,422,22.21,3,0.16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0
Nampalys Mendy,24,Leicester-City,Midfielder,France,28,44,20,16,0,44,0,0,0,0,0,3,1,33%,0,0,0,0,0,0,45,58%,0,1,37,30,7,0,198,141,113,21,0.48,17,24,0,1,0,0,1559,35.43,0,0,6,67%,2,66,1.5,0,0,0,0,0,0,0,0,0,0,7,0,34,0
Cengiz Ünder,0,Leicester-City,Midfielder,Turkey,23,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,4,Liverpool,Defender,Netherlands,29,159,98,30,14,0,11,0,3,0,0,0,0,0,12,0,0,61,145,0.91,184,70%,4,27,278,924,528,2,837,1083,397,41,0.26,776,269,0,3,3,0.02,10554,66.38,13,0.08,3,33%,11,737,4.64,0,0,0,0,0,0,0,0,0,0,8,1,88,4
Joseph Gomez,12,Liverpool,Defender,England,23,73,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,0.67,111,74%,1,4,100,166,78,0,406,322,245,39,0.53,140,109,0,0,3,0.04,4387,60.1,2,0.03,68,24%,2,196,2.68,0,0,0,0,0,0,0,0,0,0,15,0,58,1
Andrew Robertson,26,Liverpool,Defender,Scotland,26,153,86,36,4,0,2,0,2,0,0,0,0,0,3,0,0,44,158,1.03,270,63%,4,19,191,282,114,3,880,522,466,109,0.71,92,97,0,1,33,0.22,8312,54.33,40,0.26,655,17%,8,324,2.12,0,0,0,0,0,0,0,0,0,0,20,0,80,11
Joel Matip,32,Liverpool,Defender,Cameroon,29,86,58,7,4,0,3,1,0,0,0,0,0,0,4,0,0,29,69,0.8,134,70%,0,10,125,362,205,1,419,428,201,21,0.24,233,94,0,2,0,0,5249,61.03,2,0.02,6,6%,6,258,3,0,0,0,0,0,0,0,0,0,0,9,0,52,1
Trent Alexander-Arnold,66,Liverpool,Defender,England,21,95,74,8,6,0,0,6,0,0,0,0,0,0,3,0,0,31,69,0.73,158,64%,1,27,114,184,64,1,546,264,319,57,0.6,31,73,0,1,26,0.27,5323,56.03,32,0.34,708,23%,11,394,4.15,0,0,0,0,0,0,0,0,0,0,11,0,50,10
Neco Williams,76,Liverpool,Defender,Wales,19,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.33,5,60%,0,5,9,3,1,0,16,19,15,6,1,6,3,0,0,0,0,167,27.83,0,0,14,29%,1,11,1.83,0,0,0,0,0,0,0,0,0,0,1,0,5,0
Konstantinos Tsimikas,21,Liverpool,Defender,Greece,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Phillips,47,Liverpool,Defender,England,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sepp van den Berg,72,Liverpool,Defender,Netherlands,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,9,Liverpool,Forward,Brazil,28,177,115,23,57,0.32,13,29,14,2,0,424,182,43%,10,51,0.29,0,0,0,259,0,0,121,73,61,47,0,0,0,0,0,0,0,0,0,0,36,0.2,6222,35.15,50,0.28,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,206,60
Sadio Mané,10,Liverpool,Forward,Senegal,28,196,121,35,86,0.44,11,52,23,0,0,445,190,43%,13,65,0.33,0,0,0,226,0,0,92,97,53,26,0,0,0,0,0,0,0,0,0,0,29,0.15,6136,31.31,43,0.22,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,215,117
Mohamed Salah,11,Liverpool,Forward,Egypt,28,123,90,12,78,0.63,4,11,63,9,0,449,201,45%,11,58,0.47,0,0,0,58,0,0,114,25,11,6,0,0,0,0,0,0,0,0,0,0,29,0.24,3357,27.29,41,0.33,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,63,65
Takumi Minamino,18,Liverpool,Forward,Japan,25,11,7,3,0,11,0,0,0,0,0,8,2,25%,0,1,0.09,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,107,9.73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Rhian Brewster,24,Liverpool,Forward,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,27,Liverpool,Forward,Belgium,25,91,57,14,19,0.21,6,11,2,0,0,89,39,44%,4,8,0.09,0,0,0,34,0,0,22,7,9,3,0,0,0,0,0,0,0,0,0,0,6,0.07,861,9.46,3,0.03,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,26
Ben Woodburn,58,Liverpool,Forward,Wales,20,6,5,1,0,6,0,0,0,0,0,2,0,2%,0,0,0,0,0,0,4,75%,0,2,0,0,0,0,6,7,12,1,0.17,1,3,0,0,0,0,40,6.67,0,0,5,20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Diogo Jota,20,Liverpool,Forward,Portugal,23,67,27,19,16,0.24,0,8,8,0,0,127,50,39%,4,20,0.3,0,0,0,56,0,0,35,22,20,14,0,0,0,0,0,0,0,0,0,0,6,0.09,1585,23.66,13,0.19,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,84,9
Loris Karius,22,Liverpool,Goalkeeper,Germany,27,29,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,789,27.21,0,0,0,0,0,124,4.28,51,1.76,1,0.03,15,14,7,17,144,150,1,0,2,0
Alisson,1,Liverpool,Goalkeeper,Brazil,27,69,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.01,1924,27.88,0,0,0,0,0,302,4.38,137,1.99,1,0.01,26,20,12,36,361,388,1,1,1,0
Adrián,13,Liverpool,Goalkeeper,Spain,33,136,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,37,177,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3401,25.01,0,0,0,0,0,1086,7.99,454,3.34,5,0.04,54,150,53,108,531,1243,10,2,5,0
Caoimhin Kelleher,62,Liverpool,Goalkeeper,Ireland,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Grabara,73,Liverpool,Goalkeeper,Poland,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,3,Liverpool,Midfielder,Brazil,26,58,46,4,3,0.05,1,2,0,0,0,29,8,28%,0,1,0.02,0,0,0,126,55%,0,11,67,43,17,0,292,293,242,19,0.33,99,69,0,0,5,0.09,3291,56.74,4,0.07,19,37%,5,157,2.71,0,0,0,0,0,0,0,0,0,0,12,0,63,0
Georginio Wijnaldum,5,Liverpool,Midfielder,Netherlands,29,181,111,32,25,0.14,8,16,1,1,0,224,86,38%,2,16,0.09,0,0,0,200,68%,0,55,117,124,68,0,989,696,725,194,1.07,142,197,0,2,16,0.09,7603,42.01,15,0.08,67,24%,13,240,1.33,0,0,0,0,0,0,0,0,0,0,7,0,84,15
James Milner,7,Liverpool,Midfielder,England,34,539,272,133,55,0.1,1,38,8,17,4,496,151,30%,7,14,0.03,0,0,0,803,77%,0,174,437,423,126,0,1751,1843,2223,310,0.58,337,514,0,2,84,0.16,16171,30,46,0.09,2247,23%,110,882,1.64,0,0,0,0,0,0,0,0,0,0,65,3,438,45
Naby Keita,8,Liverpool,Midfielder,Guinea,25,45,36,2,4,0.09,1,3,0,0,0,40,17,43%,1,4,0.09,0,0,0,69,42%,0,11,25,17,6,0,202,164,174,50,1.11,20,31,0,0,4,0.09,1760,39.11,6,0.13,12,12%,12,32,0.71,0,0,0,0,0,0,0,0,0,0,1,0,35,1
Jordan Henderson,14,Liverpool,Midfielder,England,30,342,185,79,30,0.09,1,22,7,1,2,344,99,29%,9,16,0.05,0,0,0,673,71%,0,98,437,336,130,0,1878,1182,1223,135,0.39,243,241,0,1,46,0.13,17932,52.43,49,0.14,792,23%,129,1188,3.47,0,0,0,0,0,0,0,0,0,0,34,2,299,29
Alex Oxlade-Chamberlain,15,Liverpool,Midfielder,England,27,196,114,41,16,0.08,0,14,2,0,0,237,65,27%,8,11,0.06,0,0,0,188,74%,0,87,133,75,25,0,566,707,704,344,1.76,76,131,0,3,22,0.11,4570,23.32,27,0.14,421,20%,53,250,1.28,0,0,0,0,0,0,0,0,0,0,10,0,104,13
Marko Grujic,16,Liverpool,Midfielder,Serbia,24,8,4,3,0,8,0,0,0,0,0,4,2,50%,0,0,0,0,0,0,3,67%,0,0,0,0,0,0,3,12,7,2,0.25,5,3,0,0,0,0,47,5.88,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Curtis Jones,17,Liverpool,Midfielder,England,19,7,6,0,1,0.14,0,1,0,0,0,6,2,33%,0,0,0,0,0,0,4,100%,0,1,2,0,0,0,17,9,18,3,0.43,2,5,0,0,0,0,143,20.43,0,0,0,0%,0,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Harry Wilson,59,Liverpool,Midfielder,Wales,23,31,7,19,7,0.23,0,0,7,0,2,56,20,36%,1,2,0.06,0,0,0,23,57%,0,25,11,11,5,0,85,87,92,17,0.55,6,22,0,0,0,0,575,18.55,4,0.13,35,11%,6,42,1.35,0,0,0,0,0,0,0,0,0,0,2,0,12,1
Harvey Elliott,67,Liverpool,Midfielder,England,17,4,2,2,0,4,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,1,1,1,0.25,0,0,0,0,0,0,22,5.5,0,0,3,3%,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,23,Liverpool,Midfielder,Switzerland,28,115,49,37,22,0.19,1,3,18,0,3,187,64,34%,4,10,0.09,0,0,0,70,54%,0,50,43,15,8,0,446,330,467,121,1.05,16,48,0,0,18,0.16,3039,26.43,32,0.28,555,26%,55,175,1.52,0,0,0,0,0,0,0,0,0,0,12,0,79,30
Thiago,6,Liverpool,Midfielder,Spain,29,1,1,0,0,1,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,1,1%,0,0,1,0,0,0,3,2,7,0,0,1,1,0,0,0,0,82,82,0,0,1,1%,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Nathan Aké,6,Manchester-City,Defender,Netherlands,25,147,52,67,12,0,6,1,5,0,0,0,0,0,4,0,0,30,221,1.5,255,63%,3,20,206,757,413,5,634,661,443,29,0.2,314,273,0,0,6,0.04,5634,38.33,9,0.06,61,20%,3,260,1.77,0,0,0,0,0,0,0,0,0,0,15,1,97,7
Kyle Walker,2,Manchester-City,Defender,England,30,293,183,50,7,0,0,6,1,0,0,0,0,0,3,0,0,99,270,0.92,600,76%,4,55,498,820,355,4,1592,1510,1104,239,0.82,446,292,2,6,29,0.1,15694,53.56,25,0.09,748,17%,29,900,3.07,0,0,0,0,0,0,0,0,0,0,45,1,239,22
John Stones,5,Manchester-City,Defender,England,26,163,90,39,1,0,1,0,0,0,0,0,0,0,1,0,0,43,161,0.99,180,74%,4,7,191,601,338,4,717,664,316,96,0.59,330,172,0,7,0,0,8950,54.91,5,0.03,18,28%,2,587,3.6,0,0,0,0,0,0,0,0,0,0,7,0,45,3
Oleksandr Zinchenko,11,Manchester-City,Defender,Ukraine,23,41,34,6,0,41,0,0,0,0,0,28,6,21%,0,0,0,0,0,0,88,63%,0,11,43,42,27,0,188,173,161,11,0.27,66,58,0,2,3,0.07,3066,74.78,5,0.12,101,20%,3,86,2.1,0,0,0,0,0,0,0,0,0,0,2,1,35,4
Aymeric Laporte,14,Manchester-City,Defender,France,26,59,50,6,4,0,4,0,0,0,0,0,0,0,0,0,0,25,31,0.53,63,52%,0,7,70,147,88,0,342,226,144,8,0.14,127,79,0,0,3,0.05,4957,84.02,1,0.02,8,13%,1,274,4.64,0,0,0,0,0,0,0,0,0,0,5,0,40,2
Benjamin Mendy,22,Manchester-City,Defender,France,26,37,29,3,0,0,0,0,0,0,0,0,0,0,1,0,0,11,21,0.57,40,75%,0,11,35,43,27,0,175,104,164,32,0.86,28,47,0,2,8,0.22,1999,54.03,7,0.19,176,23%,2,53,1.43,0,0,0,0,0,0,0,0,0,0,7,0,32,1
João Cancelo,27,Manchester-City,Defender,Portugal,26,17,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0.65,40,60%,0,3,21,16,12,0,99,104,79,37,2.18,19,22,0,0,0,0,1010,59.41,6,0.35,47,15%,0,38,2.24,0,0,0,0,0,0,0,0,0,0,4,0,17,0
Nicolás Otamendi,30,Manchester-City,Defender,Argentina,32,136,94,22,8,0,5,3,0,0,0,0,0,0,2,0,0,49,116,0.85,269,68%,1,21,286,649,388,5,707,766,476,32,0.24,388,246,1,5,1,0.01,9366,68.87,3,0.02,7,14%,8,432,3.18,0,0,0,0,0,0,0,0,0,0,31,0,118,1
Eric García,50,Manchester-City,Defender,Spain,19,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.54,6,17%,0,0,18,31,14,0,38,25,34,6,0.46,11,20,0,0,0,0,728,56,0,0,1,100%,0,26,2,0,0,0,0,0,0,0,0,0,0,1,0,9,0
Ferran Torres,21,Manchester-City,Forward,Spain,20,1,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem Sterling,7,Manchester-City,Forward,England,25,260,161,55,86,0.33,6,55,25,1,0,545,222,41%,20,72,0.28,0,0,0,256,0,0,155,125,52,20,0,0,0,0,0,0,0,0,0,0,45,0.17,8317,31.99,61,0.23,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,297,95
Gabriel Jesus,9,Manchester-City,Forward,Brazil,23,103,80,12,42,0.41,8,22,12,2,0,227,122,54%,7,58,0.56,0,0,0,56,0,0,38,25,17,13,0,0,0,0,0,0,0,0,0,0,17,0.17,1830,17.77,16,0.16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,79,59
